FinInstrmId,TckrSymb
526113,UNRYLMA
526117,SHERVANI
526133,SUPERTEX
526137,SHETR
526139,TRABI
526143,MPL
526159,NIKHILAD
526161,SPENTA
526169,MULTIBASE
526173,ANDREWYU
526179,LUDLOWJUT
526187,ASHRAM
526193,ROYALCU
526211,SURJIND
526217,HITECHCORP
526225,BLOOM
526227,FILATEX
526231,STDSFAC
526237,MORGAN
526241,AMRAPLIN
526247,PREMEXPLQ
526263,MOLDTEK
526269,CRSTCHM
526299,MPHASIS
526301,MEDINOV
526315,DIVSHKT
526325,ORIENTLTD
526335,SHREYASI
526345,PANJON
526355,DUROPACK
526365,SWARNSAR
526367,GANESHHOUC
526371,NMDC
526373,CINDHO
526381,PATINTLOG
526397,ALPHAGEO
526407,RPIL
526409,KKALPANAIND
526415,OKPLA
526423,KRITIIND
526431,WELTI
526433,ASMTEC
526435,PERFEPA
526441,VISIONCINE
526445,INDRANIB
526468,EUROLED
526471,WINSOMBR
526473,ELEFLOR
526479,SKYIND
526481,PHOENXINTL
526492,RISHIROOP
526500,STRGRENWO
526506,SYSTMTXC
526519,ALPINEHOU
526521,SANGHIIND
526525,WWALUM
526532,SFPIL
526544,SCANPGEOM
526546,CHOKSILA
526550,CCHHL
526568,LONTE
526574,ENTRINT
526576,TECHIN
526582,TPLPLAST
526586,WIMPLAST
526588,PHOTOQUP
526596,LIBERTSHOE
526604,LIPPISYS
526608,ELECTHERM
526612,BLUEDART
526614,EXPOGAS
526616,NATPLAS
526622,MFLINDIA
526638,TEXELIN
526640,RAYALEMA
526642,MIRZAINT
526650,TFCILTD
526654,THAKDEV
526662,ARENTERP
526666,BIL
526668,KAMATHOTEL
526675,TIRTPLS
526677,KEEPLEARN
526687,POLOHOT
526703,ECOPLAST
526705,ELEMARB
526711,ADARSHPL
526721,NICCOPAR
526723,NTCIND
526725,SANDESH
526727,GARNET
526729,GOLDIAM
526731,BRIGHTBR
526739,SHAWGELTIN
526747,PGFOILQ
526755,VELHO
526761,HOWARHO
526773,PRESSURS
526775,VALIANT
526783,DRAGARWQ
526797,GREENPLY
526799,UNQTYMI
526807,SEAMECLTD
526813,RAGHUNAT
526817,CHEVIOT
526821,DAICHI
526823,RAJINFRA
526827,SPICEISL
526829,CONFIPET
526847,ASHSI
526851,AREXMIS
526853,BI
526859,ISFL
526861,RISHILASE
526865,JAINCO
526869,KUMPFIN
526871,INTECCAP
526873,RAJGASES
526881,63MOONS
526885,SARLAPOLY
526891,MKTCREAT
526899,HFIL
526901,SONALAD
526905,PADMAIND
526921,21STCENMGM
526931,HRYNSHP
526945,TYROON
526947,LAOPALA
526951,STYLAMIND
526953,VENUSREM
526961,LASTMILE
526965,GUJCRAFT
526967,HEERAISP
526971,DHOOTIN
526981,SHBAJRG
526987,URJAGLOBA
527001,ASHAPURMIN
527005,SHREEPAC
530001,GUJALKALI
530005,INDIACEM
530007,JKTYRE
530011,MANGCHEFER
530017,SIL
530019,JUBLPHARMA
530023,THEINVEST
530025,SAMYAKINT
530027,AADIIND
530043,ACKNIT
530045,TITANSEC
530053,REALECO
530063,YASHRAJC
530067,CSLFINANCE
530073,SANGHVIMOV
530075,SELAN
530077,FRSHTRP
530079,FAZE3Q
530109,ANUPAM
530111,RAJPACK
530117,PRIVISCL
530119,NATRAJPR
530125,SAMRATPH
530127,NPRFIN
530129,NILE
530131,UDAICEMENT
530133,AMCOIND
530135,OPTIEMUS
530139,KREONFIN
530145,KISAN
530151,VIJAYTX
530163,KERALAYUR
530167,MONGIPA
530169,MOHITPPR
530171,DAULAT
530175,ODYSSEY
530185,SURATEX
530187,ATHARVENT
530199,THEMISMED
530201,KALLAM
530207,BRAWN
530213,FORINTL
530215,KINGSINFR
530233,AUROLAB
530235,KJMCFIN
530239,SUVEN
530245,ARYAMAN
530249,BRIDGESE
530251,RISAINTL
530255,KAYPOWR
530259,INTSTOIL
530263,GLOBALCA
530265,SAINIK
530267,SABOOBR
530271,RICHUNV
530281,QUANTDIA
530289,SPCAPIT
530299,KOTHARIPRO
530305,PICCADIL
530307,CHAMANSEQ
530309,CHANDRAP
530313,KIMIABL
530315,HINDTIN
530317,GODAVARI
530331,PREMCO
530341,MUKESHB
530343,GENUSPOWER
530355,ASIANENE
530357,KBSINDIA
530361,PRABHHANS
530363,UGARSUGAR
530365,ORIENTBELL
530367,NRBBEARING
530369,VAMSHIRU
530377,NILA
530393,DBSTOCKBRO
530401,VINYOFL
530405,JINDCAP
530407,EPIC
530419,SUMEDHA
530421,KUWERIN
530427,CHOKSI
530429,ASHISHPO
530431,ADORFO
530433,SHIVAAGRO
530439,SIDDHA
530443,KIRANSY-B
530445,SUMERUIND
530449,RUNGTAIR
530459,VALSONQ
530461,SABOOSOD
530475,TINNARUBR
530477,VIKRAMTH
530495,STRATMONT
530499,AKCAPIT
530517,RELAXO
530521,VIRAT
530525,SHEETAL
530533,TERAI
530545,COSCO
530549,SHILPAMED
530555,PARACABLES
530557,NCLRESE
530565,SSLFINANCE
530577,LADDERUP
530579,UYFINCORP
530585,SWASTIKA
530589,PRIMAPLA
530595,TELECANOR
530609,CARNATIN
530611,STURDY
530615,GARGFUR
530617,SAMPRE
530621,AAIL
530627,VIPULORG
530643,ECORECO
530655,GOODLUCK
530663,GOYALASS
530665,ZENITHHE
530675,YORKEXP
530677,SUPREME
530689,LYKISLTD
530695,PRIMEPRO
530697,ZENLABS
530699,RAJRAYON
530709,GOWRALE
530711,JAGANLAM
530713,AJEL
530715,ALPSINDUS
530723,ASITCFIN
530733,ENCODE
530735,SUPERBAK
530741,OVOBELE
530747,INDOASIAF
530755,CORNE
530759,STERTOOLS
530779,DYNAMICP
530789,CEEJAY
530795,SUNCITYSY
530803,BHAGIL
530809,BNRUDY
530813,KRBL
530821,SSPDL
530825,DAIKAFFI
530829,CILSEC
530839,CLIOINFO
530843,CUPID
530845,SUNSHIEL
530853,HIPOLIN
530871,CHEMBOND
530879,CIFL
530881,ABVL
530883,SUCROSA
530897,NGIND
530899,ASIAPAK
530907,SICAPIT
530909,ERPSOFT
530919,REMSONSIND
530925,RAMSONS
530931,STANPACK
530943,SABTN
530951,RAMINFO
530953,SUNILAGR
530959,DIANATEA
530961,VIKASECO
530965,IOC
530973,ALFAICA
530977,SKCIL
530979,INDIAHOME
530991,ROOPAIND
530997,UNIQUEO
530999,BALAMINES
531003,SWRNASE
531017,ARISE
531025,VISAGAR
531041,COMPEAU
531043,ZDHJERK
531049,NEELKAN
531067,CONTILI
531069,VIJSOLX
531080,SHRIKRISH
531082,ALANKIT
531083,NIHARINF
531091,UNITDCR
531092,OMINFRAL
531109,ISHANCH
531111,GOTHIPL
531112,BALUFORGE
531119,CEENIK
531120,PATELENG
531127,MENAMANI
531129,INANI
531137,GEMSI
531144,ELFORGE
531146,MEDICAMEQ
531147,ALICON
531153,DILIGENT
531156,ALFAVIO
531158,CATVISION
531161,ABMKNO
531162,EMAMILTD
531163,KEMISTAR
531168,ASSOCER
531169,SKPSEC
531173,SYSCHEM
531175,BLSINFOTE
531176,MEFCOMCAP
531178,HEMANG
531179,ARMANFIN
531190,TAVERNIER
531199,GLANCE
531201,SHILCTECH
531209,NUCLEUS
531210,COLINZ
531212,NLFL
531213,MANAPPURAM
531215,RTSPOWR
531216,COMFINTE
531221,MAYURFL
531223,ANJANI
531225,XTGLOBAL
531227,DECOMIC
531228,RANDER
531233,RASIELEC
531234,SCOOBEEDAY
531240,SHAMROIN
531241,LINC
531246,PRIMAIN
531253,INDGELA
531254,OPTIFIN
531255,PARAGONF
531257,PRATIKSH
531259,ESHAMEDIA
531260,REFEXRENEW
531266,VSTTILLERS
531268,B2BSOFT
531272,NIKKIGL
531273,RADHEDE
531278,ELIXIR
531279,TRISHAKT
531280,PANKAJPO
531281,MARBLE
531283,CINDRELL
531287,NATPLASTI
531288,LEADFIN
531289,NATFIT
531297,ARTEFACT
531300,AMITINT
531301,HIGHSTREE
531304,NUTECGLOB
531306,DHPIND
531307,RRIL
531310,AVAILFC
531322,HAVISHA
531323,JAYIND
531328,KRETTOSYS
531335,ZYDUSWELL
531337,WINPRO
531338,MILESTONE
531340,BERVINL
531341,GUJINV
531344,CONCOR
531346,EASTRED
531349,PANACEABIO
531352,PEETISEC
531357,MERCURYEV
531358,CHOICEIN
531359,SRAMSET
531360,GOLECHA
531364,EKANSH
531370,SPAR
531373,THEBYKE
531380,CSURGSU
531381,ARIHANT
531390,UPSURGE
531395,PADAMCO
531398,SOURCENTRL
531399,GGAUTO
531400,ALMONDZ
531402,LWSKNIT
531409,ALCHCORP
531411,TUNITEX
531412,RADIXIND
531413,KIRANPR
531416,NARPROP
531417,MEGACOR
531426,TNPL
531431,SHAKTIPUMP
531437,PWASML
531439,GOLDTECH
531444,VARDHMAN
531449,GRMOVER
531453,MOHITIND
531454,POLYLINK
531456,MINAXI
531460,CONTICON
531465,NOUVEAU
531471,DUKEOFS
531472,CYBELEIND
531489,CGVAK
531494,NAVKAR
531495,BLUECOAST
531497,MADHUCON
531499,SYBLY
531500,RAJESHEXPO
531502,ESARIND
531503,MARIS
531505,INDERGR
531508,EVEREADY
531509,STEP2COR
531512,ORIENTTR
531518,VIKASPROP
531525,ACESOFT
531529,SOFTRAKV
531531,HATSUN
531533,ACCEDERE
531539,RISHDIGA
531540,MAINFRA
531541,KOBO
531543,JINDWORLD
531548,SOMANYCERA
531550,JHACC
531552,RAGHUTOB
531553,DRL
531556,CORALFINAC
531569,SANJIVIN
531574,VASINFRA
531578,KMFBLDR
531582,BERYLSE
531591,BAMPSL
531592,GENPHARMA
531594,INCON
531595,CGCL
531599,FDC
531608,GORANIN
531609,KGPETRO
531624,COUNCODOS
531626,OROSMITHS
531628,TEJASSVI
531633,LINCOPH
531635,SILVOAK
531637,PRAVEG
531638,SURAJLTD
531642,MARICO
531644,TOKYOFIN
531651,NATGENI
531661,HITTCO
531667,RRMETAL
531668,VISIONCO
531671,BISIL
531672,INANISEC
531673,ANKIN
531681,AMERISE
531688,PRITHVIEXCH
531694,RAINBOWF
531716,TRICOMFRU
531717,VIDHIING
531719,BHAGCHEM
531726,PANCHSHEEL
531727,MENNPIS
531737,GREENCREST
531739,GENNEX
531744,GINISILK
531746,PRAENG
531752,BIOGEN
531758,GKCONS
531761,APOLLOPIPES
531762,UNJHAFOR
531768,POLYMED
531778,KACHCHH
531779,PADALPO
531780,KACL
531784,KCLINFRA
531795,ATULAUTO
531802,PRERINFRA
531810,METALCO
531812,SGNTE
531813,GANGAPA
531814,TIRSARJ
531821,MUNOTHFI
531822,RODIUM
531832,NAGTECH
531842,LAHOTIOV
531845,ZENITHSTL
531847,ASTAR
531859,ORIRAIL
531861,JOINDRE
531862,BHARATAGRI
531867,UNITINT
531869,SACHEMT
531878,ANJANIFIN
531881,GMETCOAL
531888,REXNORD
531889,INTECH
531892,KHANDSE
531893,SAWABUSI
531900,CCLINTER
531902,GALLOPENT
531909,CROISSANCE
531910,MADHUVEER
531911,GALAGEX
531913,GOPAIST
531918,HINDAPL
531921,AGARIND
531923,DHAMPURE
531925,SHAQUAK
531929,INNOCORP
531930,SARTHAKIND
531931,SAICAPI
531950,VERTEX
531952,RIBATEX
531959,NEWINFRA
531960,KASHYAP
531962,SHREMETAL
531968,IITLPROJ
531977,CHLOGIST
531978,AMBIKCO
531979,HINDALUMI
531982,SPECFOOD
531991,AMRAAGRI
531994,AUTOPINS
531996,ODYCORP
532001,INDCTST
532005,SAMINDUS
532007,SHVFL
532011,POOJAENT
532015,GRAVITY
532019,LCCINFOTEC
532022,FILATFASH
532029,SINDHUTRAD
532035,UNISTRMU
532039,ZENOTECH
532041,HINDBIO
532051,SWELECTES
532053,WALLFORT
532054,KDDL
532056,ADIEXRE
532057,ABHICAP
532067,KILPEST
532070,SUMUKA
532090,VANDANA
532100,INDOCITY
532102,SBECSUG
532113,BRIJLEAS
532123,BSELINFRA
532124,RELIABVEN
532134,BANKBARODA
532140,MOHITE
532141,ACL
532143,SKMEGGPROD
532144,WELCORP
532145,HOTLSILV
532149,BANKINDIA
532150,INDRAMEDCO
532154,JOHNPHARMA
532155,GAIL
532156,VAIBHAVGBL
532159,TRESCON
532160,GUJSTATFIN
532162,JKPAPER
532163,SAREGAMA
532164,MINOLTAF
532172,ADROITINFO
532173,CYBERTECH
532174,ICICIBANK
532175,CYIENT
532178,ENGINERSIN
532180,DHANBANK
532181,GMDCLTD
532187,INDUSINDBK
532189,ITDC
532209,J&KBANK
532210,CUB
532212,ARCHIES
532215,AXISBANK
532216,HBSTOCK
532217,SIELFNS
532218,SOUTHBANK
532219,ENERGYDEV
532221,SONATSOFTW
532230,BENGALT
532234,NATIONALUM
532240,INDNIPPON
532256,NSIL
532259,APARINDS
532262,TCIIND
532268,ACCELYA
532271,ORCHASP
532281,HCLTECH
532284,TCFCFINQ
532285,GEOJITFSL
532286,JINDALSTEL
532290,BLBLIMITED
532296,GLENMARK
532300,WOCKPHARMA
532301,TATACOFFEE
532304,KJMCCORP
532305,INDSWFTLAB
532307,MELSTAR
532309,GEPIL
532310,SHREERAMA
532313,MAHLIFE
532315,TELESYS
532320,VAARAD
532321,ZYDUSLIFE
532323,SHIVACEM
532324,CINEVISTA
532326,INTENTECH
532329,DANLAW
532331,AJANTPHARM
532333,HBPOR
532334,HBESD
532335,AMBICAAGAR
532339,COMPUSOFT
532340,OMNIAX
532341,IZMO
532343,TVSMOTOR
532344,SOFTSOL
532345,GATI
532348,SUBEX
532349,TCI
532350,PADMALAYAT
532351,AKSHOPTFBR
532354,VIRGOGLOB
532355,PICTUREHS
532356,TRIVENI
532357,MUKTAARTS
532359,HITKITGLO
532362,NAGPI
532365,DSSL
532366,PNBGILTS
532368,BCG
532369,RAMCOIND
532370,RAMCOSYS
532371,TTML
532372,VIRINCHI
532373,WEPSOLN
532374,STLTECH
532375,TIPSINDLTD
532376,MRO-TEK
532379,FIRSTFIN
532380,BABA
532382,BALAJITELE
532384,TYCHE
532386,CALSOFT
532387,PNC
532388,IOB
532390,TAJGVK
532392,CREATIVEYE
532395,AXISCADES
532397,KONNDOR
532398,UMESLTD
532400,BSOFT
532402,USGTECH
532404,7TEC
532406,AVANTEL
532407,MOSCHIP
532408,MEGASOFT
532410,TRANSCOR
532411,VISESHINFO
532413,CEREBRAINT
532416,NEXTMEDIA
532419,SMARTLINK
532424,GODREJCP
532425,GENUSPRIME
532430,BFUTILITIE
532432,UNITDSPR
532435,SANINFRA
532439,OLECTRA
532440,MPSLTD
532443,CERA
532444,TSPIRITUAL
532454,BHARTIARTL
532455,SHALIWIR
532456,COMPUAGE
532457,GULPOLY
532459,FAZE3AUTO
532460,PONNIERODE
532461,PNB
532466,OFSS
532467,HAZOOR
532468,KAMAHOLD
532475,APTECHT
532477,UNIONBANK
532478,UBL
532479,ISMTLTD
532481,NOIDATOLL
532482,GRANULES
532483,CANBK
532485,BLIL
532486,POKARNA
532488,DIVISLAB
532493,ASTRAMICRO
532497,RADICO
532500,MARUTI
532503,RAJPALAYAM
532504,NAVINFLUOR
532505,UCOBANK
532507,BAGFILMS
532508,JSL
532509,SUPRAJIT
532513,TVSELECT
532514,IGL
532515,TVTODAY
532521,PALRED
532522,PETRONET
532523,BIOCON
532524,PTC
532525,MAHABANK
532527,RKFORGE
532528,DATAMATICS
532529,NDTV
532531,STAR
532532,JPASSOCIAT
532538,ULTRACEMCO
532539,UNOMINDA
532540,TCS
532541,COFORGE
532543,GULFPETRO
532548,CENTURYPLY
532553,WELENT
532555,NTPC
532604,SALSTEEL
532605,JBMA
532610,DWARKESH
532612,INDOCO
532613,VIPCLOTHNG
532614,IMPEXFERRO
532616,XCHANGING
532617,JETAIRWAYS
532621,MORARJEE
532624,JINDALPHOT
532626,POCL
532627,JPPOWER
532628,3IINFOTECH
532630,GOKEX
532633,ALLSEC
532636,IIFL
532637,MANGALAM
532638,SHOPERSTOP
532640,CYBERMEDIA
532641,NDL
532642,JSWHL
532644,JKCEMENT
532645,BEEYU
532648,YESBANK
532649,NECLIFE
532650,MSPL
532651,SPLIL
532652,KTKBANK
532654,MCLEODRUSS
532656,FACORALL
532659,IDFC
532661,RML
532662,HTMEDIA
532663,SASKEN
532666,FCSSOFT
532667,SUZLON
532668,AURIONPRO
532670,RENUKA
532673,KMSUGAR
532674,BASML
532676,PBAINFRA
532683,AIAENG
532684,EKC
532686,KERNEX
532687,REPRO
532689,PVRINOX
532694,ASMS
532695,CELEBRITY
532698,NITINSPIN
532699,ROHLTD
532700,ENIL
532701,CELLA
532702,GSPL
532705,JAGRAN
532707,DYNPRO
532708,GVKPIL
532710,SADBHAV
532713,SAKUMA
532714,KEC
532716,GILLANDERS
532717,INDOTECH
532719,BLKASHYAP
532720,M&MFIN
532721,VISASTEEL
532722,NITCO
532723,MPDL
532725,SOLARINDS
532726,GALLANTT
532728,MALUPAPER
532729,UTTAMSUGAR
532730,SGL
532732,KKCL
532733,SUNTV
532734,GPIL
532735,RSYSTEMINT
532737,EMKAY
532738,TANTIACONS
532740,LOKESHMACH
532741,KAMDHENU
532742,PAUSHAKLTD
532744,GTNTEX
532745,INDICAP
532748,PFOCUS
532749,ALLCARGO
532754,GMRINFRA
532755,TECHM
532756,MAHINDCIE
532757,VOLTAMP
532759,ATLANTA
532760,DEEPENR
532761,HOVS
532762,ACE
532764,GEECEE
532766,RICHAIND
532768,FIEMIND
532771,JHS
532772,DCBBANK
532773,GLOBALVECT
532774,INSPIRISYS
532775,GTLINFRA
532776,SHIVAMAUTO
532777,NAUKRI
532779,TORNTPOWER
532780,PARSVNATH
532782,SUTLEJTEX
532783,DAAWAT
532784,SOBHA
532785,RUCHIRA
532790,TANLA
532794,ZEEMEDIA
532795,SITINET
532796,LUMAXTECH
532797,AUTOIND
532798,NETWORK18
532799,HUBTOWN
532800,TV18BRDCST
532801,CTE
532804,TIIL
532805,REDINGTON
532806,AICHAMP
532807,CINELINE
532808,PGIL
532809,FSL
532810,PFC
532811,AHLUCONT
532812,TFL
532814,INDIANB
532815,SMSPHARMA
532817,ORIENTALTL
532820,ELAND
532822,IDEA
532826,RAJTV
532827,PAGEIND
532828,AMDIND
532829,LEHAR
532830,ASTRAL
532832,IBREALEST
532834,CAMLINFINE
532835,ICRA
532839,DISHTV
532841,SAHYADRI
532842,SRHHYPOLTD
532843,FORTIS
532845,TGBHOTELS
532847,HILTON
532848,DELTACORP
532850,MIC
532851,INSECTICID
532853,ASAHISONG
532855,HARYNACAP
532856,TIMETECHNO
532859,HGS
532864,NELCAST
532867,V2RETAIL
532868,DLF
532869,TARMAT
532872,SPARC
532875,ADSL
532878,ALPA
532879,SSLEL
532880,OMAXE
532884,REFEX
532885,CENTRALBK
532886,SELMCL
532888,ASIANTILES
532889,KPRMILL
532890,TAKE
532891,PURVA
532892,MOTILALOFS
532893,VTMLTD
532894,INDOWIND
532895,NAGREEKCAP
532896,MAGNUM
532898,POWERGRID
532899,KSCL
532900,PAISALO
532904,SUPREMEINF
532906,MAANALU
532907,IL&FSENGG
532911,PARLEIND
532915,RELIGARE
532916,BVCL
532918,RATHIBAR
532921,ADANIPORTS
532922,EDELWEISS
532923,RGL
532924,KOLTEPATIL
532925,KAUSHALYA
532926,JYOTHYLAB
532927,ECLERX
532928,TRIL
532929,BRIGADE
532930,BGRENERGY
532931,BURNPUR
532932,MANAKSIA
532933,PORWAL
532934,PPAP
532935,ARIES
532937,KUANTUM
532939,RPOWER
532940,JKIL
532941,CORDSCABLE
532942,KNRCON
532944,ONMOBILE
532945,SEPC
532946,BANG
532947,IRB
532951,GSS
532952,NAHARCAP
532953,VGUARD
532955,RECLTD
532957,GOKAKTEX
532960,DHANI
532966,TWL
532967,KIRIINDUS
532974,BIRLAMONEY
532976,JAIBALAJI
532977,BAJAJ-AUTO
532978,BAJAJFINSV
532980,GOKUL
532983,RPGLIFE
532985,KTKSENSEX
532986,NIRAJ
532987,RBL
532988,RANEENGINE
532989,BAFNAPHARM
532992,CHLLTD
532993,SEJAL
532994,ARCHIDPLY
532998,LEHIL
533001,SOMICONV
533007,LGBFORGE
533012,LPDC
533014,SICAGEN
533022,20MICRONS
533023,ZFCVINDIA
533029,ALKALI
533033,ISGEC
533047,IMFA
533048,GISOLUTION
533056,VEDAVAAG
533080,MOLDTKPAC
533088,MHRIL
533090,EXCEL
533093,RAJOIL
533095,BENGALASM
533096,ADANIPOWER
533098,NHPC
533101,SURYAAMBA
533104,GLOBUSSPR
533106,OIL
533107,RNAVAL
533108,BTTL
533110,SPSL
533121,EXPLEOSOL
533122,RTNPOWER
533137,DEN
533138,ASTEC
533146,DLINKINDIA
533148,JSWENERGY
533149,ESSARSEC
533150,GODREJPROP
533151,DBCORP
533152,MBLINFRA
533155,JUBLFOOD
533156,VASCONEQ
533158,THANGAMAYL
533160,DBREALTY
533161,EMMBI
533162,HATHWAY
533164,TEXMOPIPES
533166,SUNDARAM
533167,COROENGG
533168,ROSSELLIND
533169,MANINFRA
533170,TAMBOLI
533172,IVZINGOLD
533177,IL&FSTRANS
533179,PERSISTENT
533181,ISFT
533192,KCPSUGIND
533193,KECL
533202,SATCH
533203,TARAPUR
533206,SJVN
533208,EMAMIPAP
533210,KRITINUT
533212,GKB
533217,HMVL
533218,EMAMIREAL
533227,AHLEAST
533229,BAJAJCON
533230,HDFCMFGETF
533239,PRAKASHSTL
533244,ICICIGOLD
533248,GPPL
533252,WELINV
533259,SASTASUNDR
533260,CAREERP
533261,EROSMEDIA
533262,RAMKY
533263,GREENPOWER
533267,CANTABIL
533268,SEATV
533269,WABAG
533270,BEDMUTHA
533271,ASHOKA
533272,JWL
533273,OBEROIRLTY
533274,PRESTIGE
533275,GAL
533278,COALINDIA
533282,GRAVITA
533284,RPPINFRA
533285,RDBRIL
533286,MOIL
533287,ZEELEARN
533289,KTIL
533292,A2ZINFRA
533293,KIRLOSENG
533295,PSB
533296,FMNL
533298,SURANASOL
533302,KICL
533303,BFINVEST
533306,SUMMITSEC
533315,INOVSYNTH
533316,STEL
533317,OMKARCHEM
533320,JUBLINDS
533326,TEXRAIL
533329,INDTERRAIN
533333,FCL
533336,DHUNINV
533339,ZENTEC
533343,LOVABLE
533344,PFS
533385,MON100
533398,MUTHOOTFIN
533400,FCONSUMER
533407,CNOVAPETRO
533408,BSLGOLDETF
533427,VMS
533451,KARMAENG
533452,DELPHIFX
533470,RUSHIL
533477,ENKEIWHEL
533482,KRIINFRA
533506,INVENTURE
533519,L&TFH
533520,YAARI
533540,TREEHOUSE
533543,BROOKS
533552,RUPA
533553,TDPOWERSYS
533570,AXISGOLD
533573,APLLTD
533576,VASWANI
533581,PGEL
533602,LESHAIND
533608,RDBRL
533629,TIJARIA
533632,ONELIFECAP
533638,FLEXITUFF
533644,UJAAS
533655,TRITURBINE
533676,INDOTHAI
533704,ESSARSHPNG
533719,IDBIGOLD
533758,APLAPOLLO
533761,GPTINFRA
533896,FERVENTSYN
533941,THOMASCOTT
533982,TERASOFT
534060,PMCFIN
534063,FUTSOL
534064,AIML
534076,RHIM
534091,MCX
534139,SCHNEIDER
534309,NBCC
534312,MTEDUCARE
534328,HEXATRADEX
534338,MAXHEIGHTS
534369,TBZ
534392,VSSL
534422,LOOKS
534425,SPECIALITY
534532,LYPSAGEMS
534597,RTNINDIA
534598,SEPOWER
534600,JTLIND
534612,AMTL
534615,NECCLTD
534618,WAAREERTL
534623,JUPITERIN
534639,VINAYAKPOL
534659,JOINTECAED
534674,DUCON
534675,PROZONINTU
534680,SRGHFL
534691,COMCL
534708,SHANTIGURU
534732,CASPIAN
534733,SUPREMEX
534741,VIRTUALG
534742,ZUARI
534748,STEELXIND
534755,TRIOMERC
534758,CIGNITI
534796,CDG
534804,CARERATING
534809,PCJEWELLER
534816,INDUSTOWER
534976,VMART
535136,NIBE
535204,MUKTA
535205,MYSTICELE
535267,COMFINCAP
535276,SBISENSEX
535322,REPCOHOME
535387,LAKHOTIA
535431,GCMSECU
535458,NIBL
535566,KIFS
535601,SREEL
535602,SHARDA
535620,BINNYMILLS
535621,SVGLOBAL
535648,JUSTDIAL
535657,OONE
535667,IFINSEC
535693,BRAHMINFRA
535719,QUEST
535730,KHOOBSURAT
535754,ORIENTCEM
535755,ABFRL
535789,IBULHSGFIN
535910,MMLF
535958,ESSENTIA
536264,TIGERLOGS
536493,JK AGRI
536507,FLFL
536565,TRIMURTHI
536659,PVVINFRA
536672,VCU
536709,INDRENEW
536773,JPOLYINVST
536868,INTELSOFT
536960,MOM100
536974,CPL
537007,ICICINIFTY
537008,ICICINF100
537069,ARNOLD
537253,SUNLOC
537254,RCIIND
537259,SUYOG
537291,NATHBIOGEN
537292,AGRITECH
537326,CHEMTECH
537392,TAAZAINT
537483,NIF100BEES
537524,VIAANINDUS
537536,DENISCHEM
537573,POLYMAC
537582,UNISHIRE
537707,ETT
537708,KOTAKNIFTY
537709,HANSUGAR
537750,KIRANVYPAR
537766,BCP
537785,RACE
537800,MANGIND
537820,VFL
537839,PHOENIXTN
537840,RAUNAQEPC
537985,INFRONICS
538057,CPSEETF
538081,HARIAAPL
538092,VASUPRADA
538119,RNBDENIMS
538180,GOLDLINE
538212,SHARPINV
538268,WONDERLA
538319,GCMCAPI
538351,AFEL
538365,INCREDIBLE
538395,NAM
538401,METSL
538402,SPS
538446,MONEYBOXX
538452,QUASAR
538464,TPROJECT
538476,CTL
538496,TARINI
538521,YAANENT
538540,RLFL
538542,GOLDCOINHF
538546,BRPL
538562,SKIPPER
538564,JAMESWARREN
538565,VISTARAMAR
538567,GULFOILLUB
538569,TRIVENIENT
538579,TRIVIKRAMA
538596,QUANTBUILD
538597,TTIENT
538598,VISHAL
538607,TOYAMSL
538609,GAJANANSEC
538610,UNISON
538611,RTFL
538634,VRL
538635,SNOWMAN
538646,QGO
538666,SHARDACROP
538668,NAYSAA
538674,CITYONLINE
538683,SENSEXBEES
538685,SHEMAROO
538706,ULTRACAB
538707,RCCL
538708,ETIL
538713,ATISHAY
538714,SUCHITRA
538715,DHABRIYA
538730,PDSL
538732,VGCL
538733,STARLIT
538734,CEINSYSTECH
538765,JSHL
538770,CRANEINFRA
538772,NIYOGIN
538778,AKASHDEEP
538786,CIL
538787,GBFL
538788,GILADAFINS
538794,JETINFRA
538795,SAPPL
538812,AANCHALISP
538817,CAPPIPES
538833,ANUBHAV
538834,JMJFIN
538835,INTELLECT
538836,MONTECARLO
538837,JSTL
538838,ICL
538860,PANAFIC
538868,CSL
538874,NEXUSSURGL
538875,SELLWIN
538881,GALADAFIN
538882,EMERALD
538890,MKEXIM
538891,MCLOUD
538894,OCTAL
538895,MIHIKA
538896,KANCHI
538902,DHUNTEAIND
538918,VANICOM
538920,VINCOFE
538922,COSYN
538923,SOFCOM
538926,NAPL
538928,KARNAVATI
538942,MERCANTILE
538943,SONAL
538961,GENUSPAPER
538962,MINDACORP
538964,MERCURYLAB
538965,CONCORD
538970,WARDINMOBI
538975,SHREESEC
538979,GRNLAMIND
538987,TALBROSENG
539006,PTCIL
539011,CHENFERRO
539012,MEGRISOFT
539013,GITARENEW
539015,ORTEL
539016,NEIL
539017,STARHFL
539018,BEEKAY
539026,SSPNFIN
539031,SETFBSE100
539032,FRASER
539040,TTIL
539041,SVPHOUSING
539042,AGIIL
539044,MANAKSTELTD
539045,MNKALCOLTD
539046,MNKCMILTD
539056,IMAGICAA
539083,INOXWIND
539097,URSUGAR
539099,ATHCON
539111,SHESHAINDS
539112,SAB
539113,PML
539115,ALAN SCOTT
539117,SUJALA
539118,VRLLOG
539121,PALCO
539122,BODHTREE
539123,VBIND
539124,SARVOTTAM
539126,MEP
539132,WARDWIZFBL
539141,UFO
539143,PANTH
539148,SHIVALIK
539149,ICSL
539150,PNCINFRA
539151,ARFIN
539176,HAWAENG
539177,AIIL
